property_id,suburb,postcode,address,sale_price,sale_date,sale_method,property_type,bedrooms,bathrooms,parking,recorded_area_m2,recorded_area_source,advertised_area_m2,land_size_m2,land_size_context,floor_area_m2,year_built,zoning,strata_indicator,strata_lot_number,latitude,longitude,distance_to_cbd_km,nearest_station_name,distance_to_nearest_station_km,nearest_school_name,distance_to_school_km,major_shopping_name,distance_to_shopping_km,balcony,pool,study,renovated,air_conditioning,agent_description_title,agent_description_excerpt,agent_description_text,property_profile_source_url,web_enrichment_source_url,original_listing_url,original_base_source_url,original_source_primary,nsw_property_id,nsw_match_type,description_verified,area_notes,data_notes,enrichment_notes,location_coordinate_source,location_coordinate_method,location_coordinate_source_url,geo_verified,cbd_reference_name,cbd_reference_latitude,cbd_reference_longitude,cbd_reference_source_url,cbd_distance_method,nearest_station_coordinate_source_url,station_distance_method,geospatial_quality_note
PARR005,Parramatta,2150,214/354-366 Church Street,497000,2026-08-03,Private Treaty,Apartment,1,1,0,,,,,,,,,,,-33.80979918,151.00546908,19.835,Parramatta Station,0.850,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR006,Parramatta,2150,6901/1A Morton Street,688000,2026-07-31,Private Treaty,Apartment,2,2,1,,,113,,,,,,,,-33.81380448,151.01657557,18.718,Parramatta Station,1.114,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR007,Parramatta,2150,12/37 Fennell Street,695000,2026-07-31,Private Treaty,Apartment,3,1,1,,,,,,,,,,,-33.80607534,151.00674856,19.877,Parramatta Station,1.271,,,,,,,,,,Spacious 3-Bedroom Apartment in a Prime North Parramatta Location,Positioned in one of Parramatta's most convenient and highly sought-after pockets.,Spacious 3-Bedroom Apartment in a Prime North Parramatta Location. Positioned in one of Parramatta's most convenient and highly sought-after pockets.,,,https://www.domain.com.au/12-37-fennell-street-parramatta-nsw-2150-2020705495,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR008,Parramatta,2150,4/13 Henry Street,580000,2026-07-30,Auction,Apartment,2,1,1,,,,,,,,,,,-33.80952187,151.01286590,19.209,Parramatta Station,1.122,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR009,Parramatta,2150,1601/45 Macquarie Street,572000,2026-07-29,Private Treaty,Apartment,1,1,1,80,domain_sold_listing,80,,,,,,,,-33.81498501,151.00100472,20.027,Parramatta Station,0.485,,,,,,,,,,SOLD BY RAY WHITE PARRAMATTA GROUP,We've been overwhelmed by the amount of interest in similar properties.,SOLD BY RAY WHITE PARRAMATTA GROUP. We've been overwhelmed by the amount of interest in similar properties.,,,https://www.domain.com.au/1601-45-macquarie-street-parramatta-nsw-2150-2020632015,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR010,Parramatta,2150,907/29 Hunter Street,555000,2026-07-29,Private Treaty,Apartment,2,2,1,,,,,,,,,,,-33.81556177,150.99983766,20.108,Parramatta Station,0.550,,,,,,,,,,Contemporary Apartment with Stunning Outlook & Ultra Convenience,Laing+Simmons Angel Group proudly presents this modern two-bedroom apartment offering the perfect balance of comfort.,Contemporary Apartment with Stunning Outlook & Ultra Convenience. Laing+Simmons Angel Group proudly presents this modern two-bedroom apartment offering the perfect balance of comfort.,,,https://www.domain.com.au/907-29-hunter-street-parramatta-nsw-2150-2020862744,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR011,Parramatta,2150,34/105-107 Church Street,625000,2026-07-28,Private Treaty,Apartment,2,2,1,,,,,,,,,,,-33.81949237,151.00345823,19.654,Parramatta Station,0.287,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR012,Parramatta,2150,3/22-24 Thomas Street,667000,2026-07-27,Private Treaty,Apartment,2,1,2,122,domain_sold_listing,122,,,,,,,,-33.81067989,151.01091215,19.331,Parramatta Station,0.911,,,,,,,,,,Sold by David Lao and Annamaria Sofocleous,"Positioned in one of Parramatta's most tightly held riverside pockets, this beautifully presented two-bedroom apartment.","Sold by David Lao and Annamaria Sofocleous. Positioned in one of Parramatta's most tightly held riverside pockets, this beautifully presented two-bedroom apartment.",,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,https://www.domain.com.au/3-22-24-thomas-street-parramatta-nsw-2150-2020980900,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR013,Parramatta,2150,28/24 Campbell Street,500000,2026-07-25,Auction,Apartment,2,2,1,108,domain_sold_listing,108,,,,,,,,-33.81775370,150.99945756,20.065,Parramatta Station,0.545,,,,,,,,,,SOLD BY RAY WHITE PARRAMATTA GROUP,We've been overwhelmed by the amount of interest in similar properties.,SOLD BY RAY WHITE PARRAMATTA GROUP. We've been overwhelmed by the amount of interest in similar properties.,,,https://www.domain.com.au/28-24-campbell-street-parramatta-nsw-2150-2020974606,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR014,Parramatta,2150,1330K/2 Morton Street,740000,2026-07-25,Auction,Apartment,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,SOLD BY RAY WHITE PARRAMATTA GROUP,We've been overwhelmed by the amount of interest in similar properties.,SOLD BY RAY WHITE PARRAMATTA GROUP. We've been overwhelmed by the amount of interest in similar properties.,,,https://www.domain.com.au/1330k-2-morton-street-parramatta-nsw-2150-2020967484,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR015,Parramatta,2150,15/7-11 Elizabeth Street,650000,2026-07-25,Auction,Apartment,2,1,1,112,domain_sold_listing,112,,,,,,,,-33.81114339,151.00805860,19.558,Parramatta Station,0.744,,,,,,,,,,SOLD AT AUCTION BY TEAM AARON X ROWAN AT MCGRATH!,Privately positioned on the top floor of a tightly held Parramatta river precinct block.,SOLD AT AUCTION BY TEAM AARON X ROWAN AT MCGRATH!. Privately positioned on the top floor of a tightly held Parramatta river precinct block.,,,https://www.domain.com.au/15-7-11-elizabeth-street-parramatta-nsw-2150-2020959149,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR016,Parramatta,2150,20/4 Peace Lane,425000,2026-07-19,Private Treaty,Apartment,2,1,1,,,,,,,,,,,-33.82261364,151.00620373,19.308,Harris Park Station,0.156,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/29998928,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR017,Parramatta,2150,1505/88 Church Street,830000,2026-07-17,Private Treaty,Apartment,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR018,Parramatta,2150,11/27-29 Early Street,530000,2026-07-17,Private Treaty,Apartment,2,1,1,,,97,,,,,,,,-33.82135551,151.00216183,19.706,Parramatta Station,0.525,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR019,Parramatta,2150,804/140 Church Street,660000,2026-07-16,Private Treaty,Apartment,2,2,1,,,,,,,,,,,-33.81783288,151.00399632,19.664,Parramatta Station,0.132,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR020,Parramatta,2150,102/2-4 Amos Street,660000,2026-07-16,Private Treaty,Apartment,2,2,1,,,115,,,115,,,,,-33.81621568,150.99361446,20.631,Westmead Station,1.002,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted. Exact 102/2-4 Amos Street profile explicitly reports Building size: 115 m².,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/N6616036413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR021,Parramatta,2150,2102/12 Phillip Street,780000,2026-07-15,Private Treaty,Apartment,2,1,1,84,nsw_exact_address,,,,,2022,,Yes,158,-33.81129407,151.00354911,19.943,Parramatta Station,0.704,,,,,Yes,,,,Yes,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data + NSW Valuer General exact-address reference,4395676,address_history,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.","Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted. Exact 2102/12 Phillip Street profile reports Built: 2022, balcony and air conditioning.",Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR022,Parramatta,2150,37A Sutherland Road,3425000,2026-07-15,Private Treaty,Block of units,12,6,6,903,domain_sold_listing,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,False,,Outlier property type retained intentionally; investigate during EDA/error analysis.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR023,Parramatta,2150,2940/180 George Street,832000,2026-07-11,Auction,Apartment,2,2,1,103,nsw_exact_address,103,,,,,,Yes,201,-33.81432605,151.01005581,19.262,Parramatta Station,0.557,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,4430759,address_history,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR024,Parramatta,2150,F328/1 Broughton Street,720000,2026-07-10,Private Treaty,Apartment,2,2,1,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR025,Parramatta,2150,124 Thomas Street,2300000,2026-06-27,Private Treaty,House,3,1,1,739,domain_sold_listing,739,739,property/lot area,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/house/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/house/,Domain public sold-listing data,,unmatched,False,,,Sold-property page reports 739 m² land.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR026,Parramatta,2150,39 Pitt Street,1438888,2026-05-27,Auction,Semi-detached,5,3,2,319,domain_sold_listing,319,320,property/lot area,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/house/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/house/,Domain public sold-listing data,,unmatched,False,,,Sold-property page reports 320 m² land.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR027,Parramatta,2150,11 Pemberton Street,1610000,2026-05-27,Private Treaty,House,3,1,1,461,domain_sold_listing,461,462,property/lot area,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/house/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/free-standing/,Domain public sold-listing data,,unmatched,False,,,Sold-property page reports 462 m² land.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR028,Parramatta,2150,51 Gore Street,1480000,2026-05-16,Auction,House,3,1,1,461,domain_sold_listing,461,462,property/lot area,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/house/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/free-standing/,Domain public sold-listing data,,unmatched,False,,,Sold-property page reports 462 m² land.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR029,Parramatta,2150,28 Marsden Street,1555000,2026-05-02,Auction,House,3,1,1,505.9,domain_sold_listing,505.9,505.9,property/lot area,122,,,,,,,,,,,,,,,,,,,Neat home in a prime location on approximately 505.9 sqm,,Neat home in a prime location on approximately 505.9 sqm,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/house/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR030,Parramatta,2150,3/34A Fennell Street,756000,2026-02-04,Private Treaty,Apartment,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR031,Parramatta,2150,37/11 Hunter Street,940000,2026-02-03,Private Treaty,Apartment,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR032,Parramatta,2150,1113C/3 Broughton Street,700000,2026-02-03,Private Treaty,Apartment,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR033,Parramatta,2150,133/2 Morton Street,520000,2026-02-03,Private Treaty,Apartment,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR034,Parramatta,2150,10/43 Pemberton Street,1101500,2026-01-31,Auction,Townhouse,3,2,2,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/townhouse/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data,,unmatched,False,,,Townhouse sold-property page explicitly labels floor area as 204 m².,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR035,Parramatta,2150,25/62 Thomas Street,740000,2026-01-31,Auction,Apartment,2,2,1,,,,,,,,,Yes,25,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data + NSW Valuer General exact-address reference,4185849,same_sale,False,,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
